Part Number,Package,Package,Core,Operating Frequency (MHz) (Processor speed),FLASH Size (Prog),Data0E2PROM0(B),Internal RAM Size,Timers (16 bit) typ,Timers (32 bit) typ,Other timer functions,A/D Converters (12-bit channels) default,A/D Converters (16-bit channels) default,D/A Converters  (12 bit),Comparator,I/Os (High Current),Display controller ,Integrated op-amps,I2C,SPI,I2S,CAN ,USB Type,USART ,UART,Additional Serial Interfaces,Parallel Interfaces ,Crypto-HASH ,TRNG,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (Lowest power mode) typ,Supply Current (µA) (Run mode (per Mhz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,,,,,,,,,,,,,,
STM32F765BG,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,2.5,420,-40,85,,,,,,,,,,,,,,,,
STM32F765NI,LQFP 64 10x10x1.4,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,2.5,420,-40,85,,,,,,,,,,,,,,,,
STM32F765VG,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,2.5,420,-40,85,,,,,,,,,,,,,,,,
STM32F745ZE,LQFP 48 7x7x1.4,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,-0,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F733ZE,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M7,216,512,0,256,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,5,3,1,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,-0,-0,-40,105,85,,,,,,,,,,,,,,,
STM32F723VE,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55;WLCSP 49L DIE 448 P 0.4 MM,Active,ARM Cortex-M7,216,512,0,256,12,2,-0,16,-0,2,-0,-0,-0,4,4,3,1,-0,4,4,-0,1.7,3.6,-0,-0,-40,85,,,,,,,,,,,,,,,,,,
STM32F723ZC,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M7,216,256,0,256,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,5,3,1,USB OTG FS + USB OTG FS/HS,4,-0,true,1.7,3.6,-0,-0,-40,85,,,,,,,,,,,,,,,,
STM32F723IC,TSSOP 20,Active,ARM Cortex-M7,216,256,0,256,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,-0,3,1,USB OTG FS + USB OTG FS/HS,4,-0,true,1.7,3.6,-0,-0,-40,85,,,,,,,,,,,,,,,,
STM32F733IE,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M7,216,512,0,256,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,4,3,1,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,-0,-0,-40,105,85,,,,,,,,,,,,,,,
STM32F723IE,WLCSP 36L DIE 445 P 0.4 MM,Active,ARM Cortex-M7,216,512,0,256,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,5,3,1,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,-0,-0,-40,105,85,,,,,,,,,,,,,,,
STM32F733VE,TSSOP 20,Active,ARM Cortex-M7,216,512,0,256,12,2,-0,16,-0,2,-0,-0,-0,4,4,3,1,-0,4,4,-0,1.7,3.6,-0,-0,-40,85,,,,,,,,,,,,,,,,,,
STM32F723ZE,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM,Active,ARM Cortex-M7,216,512,0,256,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,5,3,1,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,-0,-0,-40,105,85,,,,,,,,,,,,,,,
STM32F756IG,UFQFPN 28 4x4x0.55,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F756NG,LQFP 48 7x7x1.4,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F746IE,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F756BG,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F746BE,LQFP 64 10x10x1.4,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F746NE,TSSOP 20,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F746ZG,WLCSP 36L P 0.4 MM DIE 440,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,105,85,,,,,,,,,,,,,,,
STM32F746VG,LQFP 64 10x10x1.4,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,4,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,105,85,,,,,,,,,,,,,,,
STM32F746VE,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,4,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F756VG,WLCSP 25L P 0.4 MM DIE 444,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,4,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F746IG,TSSOP 20,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,105,85,,,,,,,,,,,,,,,
STM32F746BG,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,105,85,,,,,,,,,,,,,,,
STM32F756ZG,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F746ZE,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F746NG,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM;WLCSP 64L DIE 442 P 0.4 MM,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,472,-40,85,,,,,,,,,,,,,,,,
STM32F078RB,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M0,48,128,0,16,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,USB Device,4,-0,-0,1.65,1.95,1.8,260,-40,105,85,,,,,,,,,,,,,,,
STM32F048G6,UFQFPN 28 4x4x0.55,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,1,USB Device,2,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F078CB,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55;WLCSP 49L DIE 448 P 0.4 MM,Active,ARM Cortex-M0,48,128,0,16,8,1,24-bit downcounter,2xWDG,RTC,10,-0,2,2,-0,-0,2,2,2,1,USB Device,4,-0,-0,1.65,1.95,1.8,260,-40,85,,,,,,,,,,,,,,,,
STM32F038G6,LQFP 48 7x7x1.4,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F098VC,UFQFPN 28 4x4x0.55,Active,ARM Cortex-M0,48,256,0,32,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,-0,8,-0,-0,1.65,1.95,1.8,306,-40,85,,,,,,,,,,,,,,,,
STM32F098CC,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0,48,256,0,32,8,1,24-bit downcounter,2xWDG,RTC,10,-0,2,2,-0,-0,2,2,2,1,-0,8,-0,-0,1.65,1.95,1.8,306,-40,105,85,,,,,,,,,,,,,,,
STM32F048T6,LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,1,USB Device,2,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F038C6,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,1.65,1.95,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F078VB,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M0,48,128,0,16,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,USB Device,4,-0,-0,1.65,1.95,1.8,260,-40,85,,,,,,,,,,,,,,,,
STM32F058C8,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,2,-0,-0,2,2,1,-0,-0,2,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F058R8,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,16,-0,-0,2,-0,-0,2,2,1,-0,-0,2,-0,-0,1.65,1.95,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F038F6,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,8,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F038K6,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F038E6,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F048C6,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,2,1,1,USB Device,2,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F098RC,UFBGA 144 7x7x0.6,Active,ARM Cortex-M0,48,256,0,32,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,-0,8,-0,-0,1.65,1.95,1.8,306,-40,85,,,,,,,,,,,,,,,,
STM32F058T8,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,2,-0,-0,1,1,1,-0,-0,2,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F070F6,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,32,0,6,5,-0,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,-0,-0,1,1,-0,-0,USB Device,2,-0,-0,2.4,3.6,1.7,264,-40,85,,,,,,,,,,,,,,,,
STM32F030F4,LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,16,0,4,5,-0,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,-0,-0,1,1,-0,-0,-0,1,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,,,,,
STM32F070C6,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,32,0,6,5,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,-0,-0,USB Device,2,-0,-0,2.4,3.6,1.7,264,-40,85,,,,,,,,,,,,,,,,
STM32F030CC,LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,256,0,32,8,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,2,2,-0,-0,-0,6,-0,-0,2.4,3.6,1.8,306,-40,85,,,,,,,,,,,,,,,,
STM32F030C6,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,32,0,4,5,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,-0,-0,-0,1,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,,,,,
STM32F030K6,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,32,0,4,5,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,-0,-0,-0,1,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,,,,,
STM32F070RB,LFBGA 100 10x10x1.7;LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,128,0,16,8,-0,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,2,2,-0,-0,USB Device,4,-0,-0,2.4,3.6,1.8,273,-40,85,,,,,,,,,,,,,,,,
STM32F030R8,LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,64,0,8,7,-0,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,2,2,-0,-0,-0,2,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,,,,,
STM32F030RC,LFBGA 100 10x10x1.7;LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,256,0,32,8,-0,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,2,2,-0,-0,-0,6,-0,-0,2.4,3.6,1.8,306,-40,85,,,,,,,,,,,,,,,,
STM32F030C8,LFBGA 100 10x10x1.7;LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,64,0,8,7,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,2,2,-0,-0,-0,2,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,,,,,
STM32F070CB,LQFP 64 10x10x1.4;WLCSP 64,Active,ARM Cortex-M0,48,128,0,16,8,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,2,2,-0,-0,USB Device,4,-0,-0,2.4,3.6,1.8,273,-40,85,,,,,,,,,,,,,,,,
STM32F042G4,LFBGA 144 10x10x1.7;LQFP 144 20x20x1.4,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,1,USB Device,2,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F042C6,LQFP 64 10x10x1.4;WLCSP 64,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,2,1,1,USB Device,2,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F042K6,LFBGA 144 10x10x1.7;LQFP 144 20x20x1.4,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,1,USB Device,2,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F072R8,LQFP 64 10x10x1.4;WLCSP 64,Active,ARM Cortex-M0,48,64,0,16,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,USB Device,4,-0,-0,2,3.6,1.8,260,-40,85,,,,,,,,,,,,,,,,
STM32F042K4,VFQFPN 36 6x6x1,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,1,USB Device,2,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F042C4,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,2,1,1,USB Device,2,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F072C8,LQFP 48 7x7x1.4,Active,ARM Cortex-M0,48,64,0,16,8,1,24-bit downcounter,2xWDG,RTC,10,-0,2,2,-0,-0,2,2,2,1,USB Device,4,-0,-0,2,3.6,1.8,260,-40,105,85,,,,,,,,,,,,,,,
STM32F072CB,VFQFPN 36 6x6x1,Active,ARM Cortex-M0,48,128,0,16,8,1,24-bit downcounter,2xWDG,RTC,10,-0,2,2,-0,-0,2,2,2,1,USB Device,4,-0,-0,2,3.6,1.8,260,-40,105,85,,,,,,,,,,,,,,,
STM32F072V8,LFBGA 100 10x10x1.7;LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,64,0,16,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,USB Device,4,-0,-0,2,3.6,1.8,260,-40,85,,,,,,,,,,,,,,,,
STM32F042F6,LFBGA 144 10x10x1.7;LQFP 144 20x20x1.4,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,-0,-0,1,1,1,1,USB Device,2,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F072VB,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,128,0,16,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,USB Device,4,-0,-0,2,3.6,1.8,260,-40,85,,,,,,,,,,,,,,,,
STM32F042T6,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,1,USB Device,2,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F042F4,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,-0,-0,1,1,1,1,USB Device,2,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F072RB,LFBGA 144 10x10x1.7;LQFP 144 20x20x1.4,Active,ARM Cortex-M0,48,128,0,16,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,USB Device,4,-0,-0,2,3.6,1.8,260,-40,105,85,,,,,,,,,,,,,,,
STM32F042G6,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,1,USB Device,2,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F031C4,LFBGA 100 10x10x1.7;LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F051K8,LFBGA 100 10x10x1.7;LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,-0,-0,1,1,1,-0,-0,2,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F051K6,VFQFPN 36 6x6x1,Active,ARM Cortex-M0,48,32,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,-0,-0,1,1,1,-0,-0,2,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F071RB,LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,128,0,16,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,-0,-0,4,-0,-0,2,3.6,1.8,260,-40,105,85,,,,,,,,,,,,,,,
STM32F031F4,LQFP 48 7x7x1.4,Active,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F051T8,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,-0,-0,1,1,1,-0,-0,2,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F051R4,VFQFPN 36 6x6x1,Active,ARM Cortex-M0,48,16,0,8,7,1,24-bit downcounter,2xWDG,RTC,16,-0,1,2,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F071V8,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0,48,64,0,16,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,-0,-0,4,-0,-0,2,3.6,1.8,260,-40,105,85,,,,,,,,,,,,,,,
STM32F031E6,LFBGA 100 10x10x1.7;LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F031F6,LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F091VC,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0,48,256,0,32,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,-0,8,-0,-0,2,3.6,1.8,306,-40,105,85,,,,,,,,,,,,,,,
STM32F051C4,LFBGA 144 10x10x1.7;LQFP 144 20x20x1.4,Active,ARM Cortex-M0,48,16,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F051R8,LQFP 48 7x7x1.4,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,16,-0,1,2,-0,-0,2,2,1,-0,-0,2,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F091RC,LQFP 48 7x7x1.4,Active,ARM Cortex-M0,48,256,0,32,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,-0,8,-0,-0,2,3.6,1.8,306,-40,105,85,,,,,,,,,,,,,,,
STM32F091CC,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,256,0,32,8,1,24-bit downcounter,2xWDG,IR Timer,RTC,10,-0,2,2,-0,-0,2,2,2,1,-0,6,-0,-0,2,3.6,1.8,306,-40,105,85,,,,,,,,,,,,,,
STM32F031G4,LQFP 48 7x7x1.4,Active,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F071CB,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,128,0,16,8,1,24-bit downcounter,2xWDG,RTC,10,-0,2,2,-0,-0,2,2,2,-0,-0,4,-0,-0,2,3.6,1.8,260,-40,105,85,,,,,,,,,,,,,,,
STM32F031C6,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
